Text,Label,OriginalLabel,PredictedLabel,Mean,Std,EditedStd
ㅠㅠㅠ노랭이 너무 귀여워요.. 기내용 캐리어가 필요해서 찾아보다가 깔끔한데 밋밋하지않고 색감도 예쁘고 튼튼한데 조금 저렴했으면 했는데 이게 딱이네요.. 히히.. 완벽한 구매.. 여름.. 이였다..,,0.0,0.0,"[6.018692493438721, -3.361820697784424, -2.5538039207458496]","[0.13660798966884613, 0.16209906339645386, 0.1519128382205963]","[0.0, 0.025491073727607727, 0.015304848551750183]"
"진짜진짜 이뻐요.
근데 진짜 쬐끄매요.
다들 여따 어케 1박2일 짐을 넣어다니시지...?
전 옷 한벌이랑 파우치 들어가면 끝날거같은데..ㅋㅋㅋ
그래도 이뻐서 반품은 못하겠고 어떻게든 써보려고요ㅎㅎ",,0.0,0.0,"[5.941752910614014, -3.7194831371307373, -1.9597198963165283]","[0.17767800390720367, 0.16400912404060364, 0.18095655739307404]","[0.013668879866600037, 0.0, 0.016947433352470398]"
옷이 무게감이 있지만 라인이 예뻐요 허리를 감싸는 게 안정감이 있고 허리를 더욱 더 잘록하게 보이는 것 같아요 지금 이끼 딱 좋은 소재입니다 가을이면 자켓 안에 입어도 이쁠 거 같아요 잘 입을게요,,0.0,0.0,"[6.0153398513793945, -3.604254722595215, -2.2489233016967773]","[0.16574999690055847, 0.14251291751861572, 0.16355691850185394]","[0.02323707938194275, 0.0, 0.02104400098323822]"
"아이나비에서 신상품이 나왔다길래! 마침 고장난 블랙박스를 바꾸라는 신의 계시라고 생각해 주묺했습니다! 디자인이야 뭐 군더더기 없는 디자인이고, 행사기간에 좋은가격 좋은구성이라 정말 마음에 드네요!",,0.0,0.0,"[6.051199913024902, -3.7825963497161865, -2.150254964828491]","[0.16370360553264618, 0.16240105032920837, 0.1616080105304718]","[0.0020955950021743774, 0.0007930397987365723, 0.0]"
"배송이 빠르고, 아직 사용전이지만 골프 란딩 할때 주위에서 사용하는걸 봐서 익히 잘 알고 있어서 구입 했어요. 땀을 많이 흘리는 제겐 딱 맞는 상품이에요. 담주 워터파크 가서도 사용할 예정이에요.",,0.0,0.0,"[6.009846210479736, -3.083970069885254, -2.988593339920044]","[0.1629452109336853, 0.1465068757534027, 0.15768218040466309]","[0.016438335180282593, 0.0, 0.011175304651260376]"
크게 불편한 점 없이 아이들과 함께 만족해하며 잘  보고있습니다~~하루 거의 대부분을 아이들 프로그램을 시청하는데 있어서 불편한 사항을 못느끼고 있으니 가격에 비한다면 대만족인 셈이죠!!^.^*,,0.0,0.0,"[6.1303629875183105, -3.7129578590393066, -2.1839101314544678]","[0.15826670825481415, 0.15578120946884155, 0.16417144238948822]","[0.002485498785972595, 0.0, 0.008390232920646667]"
"스마트 티비는 처음인데, 와이파이 연결하고 전원만 켜면 바로 유투브를 볼 수있다는게 놀랍네요. 화질도 좋고 usb, 외장하드, 서브 모니터 사용등이 편리하네요. 배송은 약 이주 걸린것 같습니다.",,0.0,0.0,"[6.05258321762085, -3.279231548309326, -2.8212902545928955]","[0.16430328786373138, 0.15106287598609924, 0.18232358992099762]","[0.013240411877632141, 0.0, 0.031260713934898376]"
블루본소형 딱맞고 살짝 작은느낌있는 6세 아이여서 키키마스크로 골랐는데 쫌커요ㅠㅠ 묶어서 씌워주고 있어요 아이는 아주좋아하네요 아는 사람들에게 다 나 천사마스크했어요 천사날개예요 하고 자랑해요ㅋ,,0.0,0.0,"[6.095155239105225, -3.5157604217529297, -2.4187870025634766]","[0.18519577383995056, 0.15284065902233124, 0.15291185677051544]","[0.032355114817619324, 0.0, 7.11977481842041e-05]"
아이는 디자인을 만족해합니다 그런데 마스크 새부리형 볼록한부분 가운데가 선따라 갈라져있네요 처음에 이게뭔가했어요귀찮아서 연락하려다 말았네요 이런경우는 첨이에요 앞으로 또 나오질않길 바랍니다 ..,,0.0,0.0,"[6.0218939781188965, -3.483664035797119, -2.3388850688934326]","[0.17128849029541016, 0.16473910212516785, 0.1711645871400833]","[0.00654938817024231, 0.0, 0.006425485014915466]"
꾸준히 먹이는 제품이예요 지금 벌써 1년 다되었는지 넘었는지 기억도 안나지만 계속 사서 먹이는데 먹고 나면 조금은 괜찮은거 같아서 심해지지만 말라고 먹이게 되는거 같아요 앞으로도 꾸준히 먹일게요,,0.0,0.0,"[6.027386665344238, -3.594226598739624, -2.400482416152954]","[0.17093679308891296, 0.1578499972820282, 0.16032515466213226]","[0.013086795806884766, 0.0, 0.002475157380104065]"
"강츄조인트 먹인지 어느덧 3년정도 되가는거 같아요 오랜시간 먹였는데도 여전히 기호성이 좋아 잘 먹고 있어요
슬개골 수술했던 다리도 아직까지 별탈없네요 우리아이 관절 앞으로도 꾸준히 관리해주려구요",,0.0,0.0,"[6.019969463348389, -3.24397349357605, -2.776374578475952]","[0.18604548275470734, 0.1406555026769638, 0.15611998736858368]","[0.04538998007774353, 0.0, 0.015464484691619873]"
전에 구매해서 먹었는데 배송은 느렸지만 맛있어서 재구매했어요 이번에 배송도 빠르고 햇고구마인게 느껴지게 상품 신선하고 맛은 여전이 좋고 크기도 좋고 다 마음에 들어요 다먹으면 또 구매할께요~^^,,0.0,0.0,"[6.094876766204834, -3.5916287899017334, -2.4484200477600098]","[0.20161627233028412, 0.15922701358795166, 0.1631438434123993]","[0.04238925874233246, 0.0, 0.003916829824447632]"
비세척을 주문했는데 세척이 와서 당황했어요. 주말이라 에어프라이어에 구워서 먹었는데 맛은 꿀은 아니고 밤고구마 맛이었어요 다 좋았는데 세척으로 와서 별 하나만 뺐어요~ 포장하실 때 신경써주세요~,,0.0,0.0,"[6.072528839111328, -3.7821805477142334, -2.222303867340088]","[0.16656345129013062, 0.1855727881193161, 0.16044658422470093]","[0.0061168670654296875, 0.025126203894615173, 0.0]"
"바퀴 잘굴러가요~ 꽤 예쁘구요!
스티커가 잘 붙지않는 오돌토돌한 표면이라 아쉬워요ㅠㅠ 사이드에 손잡이없는거랑 확장안되는거도... 하지만 정말 싸게 배송도 초고속으로 이틀만에 받아서 만족합니다^^",,0.0,0.0,"[6.110443115234375, -3.6466567516326904, -2.449831485748291]","[0.1752801388502121, 0.13809581100940704, 0.15747550129890442]","[0.037184327840805054, 0.0, 0.019379690289497375]"
생각했던것보다는 작은느낌이지만 1박2일 짐이나 간단한 짐 챙길때는 딱일것같아요ㅠㅠㅠ 대충 이것저것 넣어봤는데 무겁지도않고 편하게 잘 들고다닐 수 있을것 같아요! 색상도 사진과 똑같고 예쁩니다~~,,0.0,0.0,"[5.907745361328125, -3.6169593334198, -2.0405819416046143]","[0.15188385546207428, 0.14968666434288025, 0.16145384311676025]","[0.0021971911191940308, 0.0, 0.011767178773880005]"
"색이 화면이랑 똑같아서 좋아요. 예쁩니다.
14인치 리뷰에도 적어뒀지만 아직 안써봐서 별 하나를 뺐습니다. 대신 바퀴도 집에서 잘 굴러갔구요 지퍼같은것도 하자없이 잘 왔습니다! 배송도 빨랐구요.",,0.0,0.0,"[5.896522045135498, -2.678595542907715, -3.2375946044921875]","[0.18041783571243286, 0.1593276560306549, 0.16683648526668549]","[0.021090179681777954, 0.0, 0.007508829236030579]"
"배송 빠르게 도착하였구요, 이쁘고 깔끔해서 일단 만족합니다. 그리고 제가 가장 중요하게 생각하는 내구성까지~ 좋네요. 최근 코로나 확진자가 많긴 하지만 조심스레 겨울 여행 좀 다녀보려고 합니다.",,0.0,0.0,"[6.156746864318848, -3.4660401344299316, -2.567312002182007]","[0.16628657281398773, 0.17558197677135468, 0.18059690296649933]","[0.0, 0.009295403957366943, 0.014310330152511597]"
오랜만에 연극을 봤는데 열심히 웃으면서 봤네요. 다만 아쉬운 점이 있다면 애인이 아닌 동성 친구들과 간 점이었달까요… ㅋㅋㅋ 아무튼 다들 연기를 너무너무 잘하셔서 정말 만족스러운 관람이었습니다.,,0.0,0.0,"[6.09490966796875, -3.6331489086151123, -2.4342732429504395]","[0.17455105483531952, 0.15428033471107483, 0.15423761308193207]","[0.02031344175338745, 4.272162914276123e-05, 0.0]"
"임산부 이고.. 160에 지금 살 많이 쩌서 60중반이에요
5월 초 제주도 여행에서 만삭사진 촬영하려고 샀어요! 판매자님 늦은시간에 문의 드렸는데 너무 친절 하시고!! 좋았어요! 감사합니다!!!",,0.0,0.0,"[5.920619010925293, -3.0973005294799805, -2.7872326374053955]","[0.15723049640655518, 0.15444757044315338, 0.15970323979854584]","[0.0027829259634017944, 0.0, 0.005255669355392456]"
"배송빠르고 조아요 옷은 엄청커요ㅡㅜ
키163에 발목까지 오구 66사이즈에게는 엄청 커요 88  99  모두가능할듯 해요ᆢ
특히 배나오신분 보정효과 뛰어남
옷은 사진하고 다르게 일자 핏이라 밋밋ᆢ",,0.0,0.0,"[6.1691131591796875, -3.4186737537384033, -2.6735260486602783]","[0.14921827614307404, 0.16110973060131073, 0.16586539149284363]","[0.0, 0.011891454458236694, 0.016647115349769592]"
"길이가 생각보다 더 기네요(160에 47정도)
롱 원피스 좋아하는데 예상보다 더 긺 ㅋ
질은 좋은거 같아요
불편함 크게 없이 입어질거 같아요
봄에 단품으로 입거나 조끼에 코디하기 편한 스탈이네요",,0.0,0.0,"[6.1160454750061035, -3.3737494945526123, -2.6158008575439453]","[0.168930783867836, 0.16660888493061066, 0.16797463595867157]","[0.002321898937225342, 0.0, 0.001365751028060913]"
가격대비 질이 쫀쫀하고 너무 좋아요. 이 금액에 이정도면 진짜 최고예요. 임부복 안사고 넉넉히 원피스로 전부 샀어요. 키 165인데 종아리까지 오는 길이라 키가 작으신 분들한테는 길 것 같아요.,,0.0,0.0,"[6.015275955200195, -3.342238664627075, -2.676032781600952]","[0.1772821545600891, 0.14759263396263123, 0.17963802814483643]","[0.029689520597457886, 0.0, 0.0320453941822052]"
배송이 하루만에 와서 놀랍고 가격도 엄청 싸게 샀네요오늘 설치 할 때 다행이 파워는 전에 쓰던거랑 맞아 수월하게 설치 했어요좀 더 지켜 봐야 겠지만 화질은 좋으거 같네요가성비가 좋은 제품 입니다,,0.0,0.0,"[5.978426933288574, -2.980989694595337, -3.038372755050659]","[0.1640140414237976, 0.15489786863327026, 0.17762455344200134]","[0.009116172790527344, 0.0, 0.02272668480873108]"
백탁현상이 첨에는 있지만 잘 두들겨 주고 시간 좀 지나면 괜찮아져요. 일단 눈시림 증상이 제가 기존에 쓰던 썬크림보다는 없는것 같아 덧바르는데 문제없어요. 일단 팩트처럼 덧바르기 편해서 만족해요,,0.0,0.0,"[6.060277938842773, -3.2360894680023193, -2.7386345863342285]","[0.1767704337835312, 0.16721493005752563, 0.1714380979537964]","[0.009555503726005554, 0.0, 0.004223167896270752]"
가성비가 좋은 상품은 확실해요일반 tv와는 어떤 차이가 있을지 궁금했는데컴퓨터 모니터와 같은 느낌이랄까 비슷한거 같지만 색감이나 디테일한 해상도가 차이가 있습니다 부모님은 만족하고 사용중이예요,,0.0,0.0,"[5.829125881195068, -3.4066426753997803, -2.480788469314575]","[0.18854546546936035, 0.15171803534030914, 0.16229288280010223]","[0.03682743012905121, 0.0, 0.01057484745979309]"
2주정도 걸린다고했는데 일주일만에 와서 완전 좋음근데 스마트티비 넷플릭스 다되는줄 알았는데 아니네요 유투브만되고 넷플릭스는 따로 기계 산다고하셔서  실망했으나 미러링으로 보면서 만족하고있습니다,,0.0,0.0,"[6.008261203765869, -3.4337007999420166, -2.5599095821380615]","[0.17161217331886292, 0.16129472851753235, 0.16587933897972107]","[0.010317444801330566, 0.0, 0.004584610462188721]"
가격저렴ㅎㅏ지만 화질도 정말 좋고여태 매장에서 300만원 가까이 주고 샀었는데 그럴필요 없는것같아요 어차피 티비도 고장나는 소모품인데... 너무 좋아요 화질선명하고 친정부모님이 너무 좋아하세요,,0.0,0.0,"[6.0403571128845215, -3.1855335235595703, -2.7903783321380615]","[0.17975158989429474, 0.15899114310741425, 0.14617079496383667]","[0.03358079493045807, 0.012820348143577576, 0.0]"
예전부터 한번쯤 구매해보고 싶었던 제품인데 저렴하게 나와서  좋았고 화면이 정말 얇아서 깜짝 놀라고 화질 역시 선명해서 올레드 올레드 하는구나 느꼈습니다.  아버지가 무척 맘에 들어하십니다. ,,0.0,0.0,"[6.016948699951172, -2.9663050174713135, -3.0608556270599365]","[0.17317669093608856, 0.15158095955848694, 0.15420034527778625]","[0.021595731377601624, 0.0, 0.0026193857192993164]"
"나오긴 잘 나오는데 열이 좀 납니다,, 화면 앞에 서면 열기가 후끈끈하네요.. 큰 tv가 그렇게 필요하지 않아서 32인치만 보고 살었는데 55인치 보니까 엄청크게 보이고 차이도 많이 납니다..",,0.0,0.0,"[6.108741283416748, -3.614529609680176, -2.2495861053466797]","[0.1496255099773407, 0.16662949323654175, 0.1544484943151474]","[0.0, 0.01700398325920105, 0.004822984337806702]"
디자인 색상 다 예쁘고~ 아이들도 너무 좋아해요.사이즈는 6세7세 여아인데 많이크네요.7세도 크지만 6세는 귀끈 묶어주고 하면 얼굴을 거의 다 가리는거 같아요.초등 저학년 넉넉히 맞을거 같아요,,0.0,0.0,"[6.091281890869141, -3.474390983581543, -2.508373737335205]","[0.190881609916687, 0.1649521440267563, 0.16595496237277985]","[0.025929465889930725, 0.0, 0.0010028183460235596]"
아이가 또래보다 큰 편이라서 소형이 안맞는 경우가 많았어요 중형은 또 크고..버즈핏은 널널하게 잘 나온 것 같아요색상도 이쁘고 귀도 편해보이네요 무엇보다 마스크가 코 아래로 덜 내려가서 좋아요,,0.0,0.0,"[5.9002251625061035, -3.7495410442352295, -2.1453988552093506]","[0.14980663359165192, 0.1542850136756897, 0.17435170710086823]","[0.0, 0.004478380084037781, 0.02454507350921631]"
국산 제로가드 숨쉬기 편한 황사방역 마스크 사이즈도 다른제품보다 넉넉해서 숨쉬기도 편하고 끈도길어서 귀도 편안합니다. 국내산이라서 완전 좋았고 온가족 모두 좋아해서 다음에 또 구매하려 합니다.,,0.0,0.0,"[6.105009078979492, -3.259854793548584, -2.7160778045654297]","[0.1667291820049286, 0.1428760439157486, 0.15787504613399506]","[0.023853138089179993, 0.0, 0.01499900221824646]"
에어데이즈 잘 씁니다숨쉴때 달라붙어도ㅜㅜ 다른것보다 나아요 선택의 여지가 별로없었음 결론은 잘 쓰고 있다는........너무 얇아서 잘라보기도 했는데 세겹맞아요 케이스에  보건용이라고 써있네요,,0.0,0.0,"[5.977563381195068, -3.7361998558044434, -2.1620450019836426]","[0.15351602435112, 0.14887000620365143, 0.16879168152809143]","[0.004646018147468567, 0.0, 0.019921675324440002]"
옷 핏자체가 너무 마음에 들어서 다른 색상으로 두번째 구매이구여 바람 많이 부는 날에 입기 좋은 날인거 같아여 돈만 많으면 4가지 색상 다 사구 싶어요트렌치 코트가 저랑 맞는게 거의 없더라구요,,0.0,0.0,"[5.9934892654418945, -3.8662302494049072, -2.0001704692840576]","[0.17016112804412842, 0.1686791628599167, 0.16135847568511963]","[0.008802652359008789, 0.007320687174797058, 0.0]"
"크린숨꺼 kf80,94 둘 다 써보고 흰색마스크만 써봣구, 이번에 블랙으로 많이 샀어요ㅎㅎ!!원단부드럽고 숨쉬기도 편하더라구요. 저렴한 마스크들도 많지만 써봤던.제품이 좋드라구요.많이파세요😊",,0.0,0.0,"[6.094584941864014, -3.3548693656921387, -2.715172052383423]","[0.15924760699272156, 0.15174999833106995, 0.16264285147190094]","[0.007497608661651611, 0.0, 0.010892853140830994]"
4살 남아인데 코부분이 약간 크긴한데고정지지대가 있어서 눌러주면 괜찮아요kf94라도 가볍고 숨쉬기편하고귀끈도 아프지않아서 애기 씌워도불안하지않고 좋아요:)저번에 색별로사서 다쓰구재주문이랍니다~,,0.0,0.0,"[1.1828522682189941, 1.1648198366165161, -3.4175915718078613]","[0.18117575347423553, 0.15056534111499786, 0.17857804894447327]","[0.03061041235923767, 0.0, 0.028012707829475403]"
"수의사가 만든 영양제라 관절영양제는 항상 라보펫으로 주문해요.
패키지도 예쁘고, 개별포장 되어있어서 하루에 하나씩 뜯어서 급여하기 좋아요.
기호성이 좋아서 저희 강아지도 간식처럼 잘 먹습니다.",,0.0,0.0,"[6.146389007568359, -3.4262728691101074, -2.5863709449768066]","[0.18254484236240387, 0.17656312882900238, 0.14824995398521423]","[0.034294888377189636, 0.028313174843788147, 0.0]"
"울별이 정말 잘 먹어요~노견이라 산책할때 다리 한쪽이 풀려서 다시 먹이게 되었는데 일딴 잘 먹어서좋아요
앞으로 잘 먹고 다리튼튼 밀크씨쓸 성분도 있던데
간도 건강하고 에너지가 넘쳤으면 좋겠어요",,0.0,0.0,"[6.057832717895508, -3.636181592941284, -2.3908581733703613]","[0.1726127415895462, 0.14367805421352386, 0.17469140887260437]","[0.02893468737602234, 0.0, 0.031013354659080505]"
"외출시 아기 분유 타려고 구매했어요
색깔도 이쁘고 가볍고 좋은데 단단하지는 않은거 같아요ㅠ
세척 하면서 살짝 싱크대에 부딪혔는데 찌그러졌네요 ㅠㅠ
그래도 간편하고 보온도 잘되는거 같아 만족해요",,0.0,0.0,"[6.046672821044922, -3.6638333797454834, -2.180018663406372]","[0.15557537972927094, 0.15358580648899078, 0.14737509191036224]","[0.008200287818908691, 0.00621071457862854, 0.0]"
급하게 필요해서 산건게 마음에 들었어요잘 굴러가고 색상도 괜찮아요친구에게도 같이 사라고 해서친구는 실버 저는 화이트 샀어요가격대비 괜찮은것 같아요1박이나 2박까지 국내여행 커버 가능할것 같아요,,0.0,0.0,"[5.805853843688965, -2.498344659805298, -3.3060171604156494]","[0.14431916177272797, 0.1321253776550293, 0.16529278457164764]","[0.01219378411769867, 0.0, 0.03316740691661835]"
"외양은 꽤 괜찮은데 사진에서 보다시피 테두리가 찝혀있네요
저렴하게 구입해서 만족하긴 하지만 조금 아쉬운건 사실이네요
리뷰에도 마무리가 아쉽다는 글들이 많은데 마지막까지 신경써주셨으면 좋겠습니다",,0.0,0.0,"[6.060827732086182, -3.2757680416107178, -2.676335096359253]","[0.16159503161907196, 0.1716848760843277, 0.18629536032676697]","[0.0, 0.010089844465255737, 0.024700328707695007]"
생각보다 사이즈가 컸지만 그만큼 짐이 많이 들어갔어요. 바퀴부분이 튼튼하고 소리가 그리 크게 들리지 읺아 좋았습니다. 다만 손잡이부분이 잘 안 내려가져서 조금 불편했어요. 그것 빼곤 강추!!!,,0.0,0.0,"[6.004380702972412, -3.6559009552001953, -2.1341772079467773]","[0.1472170352935791, 0.17032527923583984, 0.17099659144878387]","[0.0, 0.023108243942260742, 0.023779556155204773]"
아이들이 고른 색상인데 핑크 예쁘네요울퉁불퉁 길에서도 심하게 흔들리지도 않고 안정감있어요바퀴가 360도 돌아가니 애들이 끌고 댕기기에도 좋아요배송빨라서 다행히 잘 사용했어요^^ 감샤합니당~^^,,0.0,0.0,"[5.746289253234863, -2.1284713745117188, -3.60089111328125]","[0.16364772617816925, 0.1355603188276291, 0.16899025440216064]","[0.02808740735054016, 0.0, 0.033429935574531555]"
너무 재밌었어요 :) 연기도 너무 잘하시고 너무 재밌게 잘 본거같아서 데이트 코스로 정말 추천 많이 하고다녔습니다 :) 사진은 찍었는데 어플로 찍다보니 너무 저한테 맞춰져있어서 못올리겠어요😂,,0.0,0.0,"[5.985701084136963, -3.384680986404419, -2.5600152015686035]","[0.18480265140533447, 0.17226101458072662, 0.1652764528989792]","[0.019526198506355286, 0.0069845616817474365, 0.0]"
아들과 함께한 서울여행중 보고싶어서 예매하고갔어요~단점부터 말씀드리면 기다릴수있는 공간이 너무 협소해요.그것말고는 너무 재밌게 보고왔네요개그맨들을 실제로 볼수있고~많이 웃고.좋은추억만들고왔어요,,0.0,0.0,"[5.868047714233398, -2.6365363597869873, -3.244215726852417]","[0.1454620361328125, 0.1656067669391632, 0.16175074875354767]","[0.0, 0.020144730806350708, 0.01628871262073517]"
"작년에 베이지 사서 입고 이번에 블랙 구매했어요.
옷스타일이 편하게 입어도 꾸민듯 예쁩니다.
베이지색은 똑딱이 달고입었는데 블랙은 안달아도 괜찮네요.
보플생기면 또 살테니 계속~팔아주세요~^^",,0.0,0.0,"[6.030102729797363, -3.8163862228393555, -2.106147050857544]","[0.1741103082895279, 0.1579292267560959, 0.17067010700702667]","[0.016181081533432007, 0.0, 0.012740880250930786]"
"색도 핏도 만족합니다
아직은 추워서 입고 밖으로 나가지못해 집에서 입어봤는데 예쁘네요~
그레이와 고민했는데 봄이라 화사한 색 선택만족합니다 질감도 고급지고 대만족이라 다음에 또 들를께요~~^^",,0.0,0.0,"[6.065593719482422, -3.5046279430389404, -2.525736093521118]","[0.17459891736507416, 0.14965331554412842, 0.15153415501117706]","[0.02494560182094574, 0.0, 0.001880839467048645]"
알로에제품이라 어린아이들도 같이 쓰는데 부담이없어요 아들딸저까지 셋이서 쓰니까 금방이네요 햇빛이너무뜨거워 썬크림을 안바르면 피부에 죄짓는것같아 요즘은 부지런히 바른답니다  곧 재구매할예정입니다,,0.0,0.0,"[6.099369049072266, -3.5677826404571533, -2.3945112228393555]","[0.1784653216600418, 0.1638777256011963, 0.16839492321014404]","[0.01458759605884552, 0.0, 0.004517197608947754]"
갑자기 티비가 고장나서 오프라인 매장들 둘러보고비교해보다가 여기서 구매했어요 가격도 배송도 설치도 두말할 필요없이 대만족입니다 티비도 설치하고 2주넘게 문제없이 잘사용하고있구요적극추전합니다~,,0.0,0.0,"[6.120787143707275, -3.478809118270874, -2.495249032974243]","[0.17260806262493134, 0.13510443270206451, 0.1587352752685547]","[0.03750362992286682, 0.0, 0.023630842566490173]"
부모님댁에 TV를 한대 더 구입했습니다. 제가 확인을 못해서 주말에 가서 확인할껀데 문제 없을거라고 기대합니다. 배송은 주문하고 이틀만에 받았습니다. 고장 없이 오래 쓸수 있으면 좋겠습니다.,,0.0,0.0,"[6.064176559448242, -3.7500360012054443, -2.1064107418060303]","[0.17408691346645355, 0.16880862414836884, 0.15544219315052032]","[0.018644720315933228, 0.01336643099784851, 0.0]"
조부모님 사용하시던 티비가 갑자기 고장나ㅠ 선물로 구매햿습니다 평균 10일에서 15일 정도 걸리는거 같다길래 편한 맘으로 기다리고 있었는데 1주일만에 왓고 기사님도 친절해서 너무 만족했습니다,,0.0,1.0,"[1.4973007440567017, 1.9522027969360352, -4.540931701660156]","[0.11912357062101364, 0.11862125247716904, 0.14457733929157257]","[0.0005023181438446045, 0.0, 0.025956086814403534]"
아이가 천사 마스크 넘 쓰고 싶다고 해서 구매 했어요 깔끔하고 가볍고 가성비도 좋은거 같습니다~이런 질좋고 부담없는 마스크 많이나오면 좋겠어요 블랙 자칫하면 지루할수 있는데 날개모양 예쁩니다,,0.0,0.0,"[6.016654014587402, -2.9400579929351807, -3.1019372940063477]","[0.1642518788576126, 0.1738501489162445, 0.15722240507602692]","[0.007029473781585693, 0.01662774384021759, 0.0]"
일단 다른제품에 비해 코지지대가 밀착이 아주잘되어 코사이로 바이러스침투 걱정 덜하고 얊은편이여서 4계절써도되고 전체얼굴에 밀착도 잘되어서 메부리형보다 훨씬 좋음.근데 개별포장이라더니 벌크네요,,0.0,0.0,"[6.169589996337891, -3.429790735244751, -2.6881089210510254]","[0.17678435146808624, 0.16511958837509155, 0.16751010715961456]","[0.01166476309299469, 0.0, 0.0023905187845230103]"
지금보니까 가격이 좀 많이 올랐네요~좋은 가격에 많은양을 구매했는데 취소나 지연없이 빠르게 보내주신 점 감사합니다~요즘 많이 바쁘실텐데 힘내시고~ 다음번에 좋은 제품있으면 또 구매하겠습니다~,,0.0,0.0,"[6.043657302856445, -3.303407669067383, -2.693070888519287]","[0.18186397850513458, 0.16230683028697968, 0.16726669669151306]","[0.019557148218154907, 0.0, 0.004959866404533386]"
아이들이 좋아해 잘 쓰고 있어요.6살 남아는 커서 내려오지만 커서 편하다네요.9살 누나는 다 잘 맞는데 고무줄이 땡긴다고 해서끼기전에 줄을 몇번 잡아당기고 껴요.매일 바꿔끼며 좋아하네요.^^,,0.0,0.0,"[6.035826206207275, -3.6543357372283936, -2.1602890491485596]","[0.1790984869003296, 0.15369220077991486, 0.1706845760345459]","[0.025406286120414734, 0.0, 0.016992375254631042]"
기존 코웨이정수기 사용후 재렌탈과 고민하다 캐시적립과 사은품 혜택이 좋아 구매하게 되었어요.상담 후 2일만에 친절한 닥터분이 오셔서 설치해 주셨고 최신제품이라 디자인도 이쁘고 물맛도 좋네요.,,0.0,0.0,"[6.03743839263916, -3.6434948444366455, -2.2629425525665283]","[0.16423477232456207, 0.1459582895040512, 0.15470322966575623]","[0.018276482820510864, 0.0, 0.008744940161705017]"
"아가들 관절을 생각해서 챙겨먹이려고 주문했는데 개별포장이 되어서 깔끔하고 좋아요, 거부감없이 곧잘 먹어주네요!
꾸준하게 챙겨먹여야겠어요 ㅎㅎ
패키지도 고급스러워서 선물용으로도 좋을것 같아요!",,0.0,0.0,"[5.978509426116943, -3.335850477218628, -2.6173336505889893]","[0.18605144321918488, 0.16132935881614685, 0.16350151598453522]","[0.024722084403038025, 0.0, 0.0021721571683883667]"
"한쪽귀에 염증이있고 발사탕에.. 눈물은 마를 날없어서 후기보고 주문했어요
성분보고 좋을것같아서 구매했는데 일단 조금 줘봤는데 잘먹네요 적응시키고 꾸준히 먹여볼 
생각입니다
사은품도 감사합니다",,0.0,0.0,"[6.013909816741943, -3.8015880584716797, -2.0388717651367188]","[0.159744992852211, 0.15494880080223083, 0.16694916784763336]","[0.004796192049980164, 0.0, 0.012000367045402527]"
"아는분한테 추천받아서 구매했어요
저희 개딸처럼 사료 잘 안먹고 눈물이 많았었는데
이 사료는 잘먹고 먹은뒤로 눈물이 많이 줄어들었다 하더라구요 오늘 처음 줘봤는데 아직은 잘먹는진 모르겠네요ㅠㅠ",,0.0,0.0,"[5.951977729797363, -3.788407325744629, -2.057180404663086]","[0.16739124059677124, 0.15389013290405273, 0.17131425440311432]","[0.013501107692718506, 0.0, 0.017424121499061584]"
"뚜껑고무패킹 불량으로 반품교환접수했는데
상담해주시는분이 친절했어요~
얼른쓰고싶은 마음에 신경쓰던차 일주일만에 재배송받았어요~^^
불량없이  왔는데 보온.보냉잘되는지는 사용해보고 후기올릴께요~",,0.0,0.0,"[5.979892730712891, -3.086087703704834, -2.957523822784424]","[0.19633647799491882, 0.15513303875923157, 0.19613313674926758]","[0.041203439235687256, 0.0, 0.04100009799003601]"
너무 예쁘네요 초등생 딸학교에 가지고 다니려고 주문했어요 이름도 스티커로 꾸미고 여러가지 그림으로 스티커도 붙이고하니까 딸이 너무 좋아하네요 보온 보냉 다 되니까 좋고 색상도 크기도 굿이네요,,0.0,0.0,"[6.0732550621032715, -3.5417847633361816, -2.5132486820220947]","[0.1673920601606369, 0.138146311044693, 0.1468500941991806]","[0.02924574911594391, 0.0, 0.00870378315448761]"
"와우
진짜 꿀맛이네요
후숙해서 구우면 더 맛나다고 하는데..
너무 먹고싶어서
바로 해버렸네요
그것도 5키로 몽땅
오븐에 굽고ㅈ에어에 돌리고
냄비에 삶고 역시나 구운게 맛나네요
재주문들어갑니다",,0.0,0.0,"[6.053999423980713, -3.6189465522766113, -2.2939834594726562]","[0.16363218426704407, 0.14948934316635132, 0.18462464213371277]","[0.014142841100692749, 0.0, 0.03513529896736145]"
"제품은 가격대비 큰 기대 안했는데 맘에 들어요 헌데,냄새가 머리가 아플지경예요 ㅜ박스 뜯자마자 베란다로 직행 이런 냄새 없이 가격댈 올려서라도 만들어 주세여 사용 하고 싶지 않을정도네요 ㅡㅡ",,0.0,0.0,"[5.938277721405029, -3.2079529762268066, -2.8131420612335205]","[0.20901598036289215, 0.15577860176563263, 0.1790989488363266]","[0.05323737859725952, 0.0, 0.02332034707069397]"
